USERID,MOVIES_RATED,TOTAL_RATINGS,AVG_RATING_GIVEN,RATING_VARIANCE,TOTAL_TAGS_APPLIED,TAGS_PER_MOVIE_RATIO,USER_ENGAGEMENT_TIER,RATING_STYLE,RATING_PATTERN,TAGGING_BEHAVIOR
30023,309,309,3.1,0.71,0,0.00,Power User,Critical Rater,Consistent (Low Variance),Light Tagger
132041,309,309,4.08,0.82,0,0.00,Power User,Generous Rater,Moderate Variance,Light Tagger
47829,309,309,3.41,0.81,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
27222,309,309,3.92,0.9,1,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
61799,308,308,4.29,0.67,0,0.00,Power User,Generous Rater,Consistent (Low Variance),Light Tagger
125262,308,308,3.83,0.92,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
45805,307,307,3.33,0.87,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
45037,301,301,4.22,0.68,0,0.00,Power User,Generous Rater,Consistent (Low Variance),Light Tagger
26761,301,301,3.51,0.96,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
111795,306,306,4.1,0.75,0,0.00,Power User,Generous Rater,Consistent (Low Variance),Light Tagger
22601,308,308,3.06,1.1,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
25930,307,307,3.3,0.72,0,0.00,Power User,Critical Rater,Consistent (Low Variance),Light Tagger
91754,307,307,3.93,0.85,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
67493,307,307,3.52,0.77,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
102992,307,307,3.48,1.01,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
55028,301,301,3.76,0.86,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
69475,306,306,3.43,0.73,0,0.00,Power User,Critical Rater,Consistent (Low Variance),Light Tagger
74757,306,306,3.32,0.86,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
64354,300,300,4.25,0.73,0,0.00,Power User,Generous Rater,Consistent (Low Variance),Light Tagger
41522,306,306,3.7,0.74,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
85087,305,305,3.89,1.06,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
31009,305,305,3.49,1.06,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
55904,305,305,4.19,0.75,0,0.00,Power User,Generous Rater,Consistent (Low Variance),Light Tagger
31941,305,305,3.65,0.82,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
65071,302,302,3.36,1.14,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
73273,90,90,3.82,0.8,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
79649,302,302,3.36,1.01,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
62659,303,303,4.05,0.92,0,0.00,Power User,Generous Rater,Moderate Variance,Light Tagger
43767,303,303,4.24,0.87,0,0.00,Power User,Generous Rater,Moderate Variance,Light Tagger
18494,303,303,3.3,0.61,0,0.00,Power User,Critical Rater,Consistent (Low Variance),Light Tagger
82800,303,303,3.47,1.04,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
59795,302,302,3.85,0.71,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
105062,302,302,2.6,0.92,0,0.00,Power User,Very Critical Rater,Moderate Variance,Light Tagger
72999,304,304,4.25,0.6,0,0.00,Power User,Generous Rater,Consistent (Low Variance),Light Tagger
72283,302,302,3.36,0.91,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
8689,303,303,3.38,1.29,0,0.00,Power User,Critical Rater,Discriminating (High Variance),Light Tagger
132831,301,301,3.69,0.48,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
19252,301,301,3.69,0.72,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
70890,301,301,3.83,0.67,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
71368,301,301,3.64,0.95,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
96511,301,301,2.5,1.03,0,0.00,Power User,Very Critical Rater,Moderate Variance,Light Tagger
118392,93,93,3.49,0.62,0,0.00,Regular User,Critical Rater,Consistent (Low Variance),Light Tagger
107191,92,92,3.7,0.64,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
57944,93,93,3.98,0.9,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
53863,300,300,3.7,0.92,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
130434,93,93,3.78,0.63,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
53226,93,93,3.59,1.22,0,0.00,Regular User,Balanced Rater,Discriminating (High Variance),Light Tagger
57065,93,93,3.48,0.74,0,0.00,Regular User,Critical Rater,Consistent (Low Variance),Light Tagger
42184,93,93,4.28,0.7,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
77028,93,93,3.97,0.89,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
118144,92,92,3.54,1.25,0,0.00,Regular User,Balanced Rater,Discriminating (High Variance),Light Tagger
105181,93,93,3.46,1.05,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
75455,344,344,3.44,1.35,0,0.00,Power User,Critical Rater,Discriminating (High Variance),Light Tagger
41073,93,93,3.94,0.78,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
124307,93,93,4.19,0.84,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
116447,93,93,3.22,1.18,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
34434,93,93,4.27,0.86,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
21003,93,93,3.88,0.62,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
105907,93,93,3.65,0.69,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
24479,93,93,3.82,0.79,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
70850,303,303,3.4,1.14,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
59086,93,93,3.41,0.77,0,0.00,Regular User,Critical Rater,Consistent (Low Variance),Light Tagger
15845,93,93,3.51,0.88,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
74828,93,93,3.65,0.61,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
99650,93,93,3.65,1.02,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
102592,93,93,3.8,0.86,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
15861,93,93,3.16,1.62,0,0.00,Regular User,Critical Rater,Discriminating (High Variance),Light Tagger
14502,93,93,2.55,1.46,0,0.00,Regular User,Very Critical Rater,Discriminating (High Variance),Light Tagger
77891,90,90,4.34,1.01,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
88149,93,93,4.65,0.6,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
12547,93,93,3.34,1.56,0,0.00,Regular User,Critical Rater,Discriminating (High Variance),Light Tagger
4571,93,93,4.26,0.8,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
60532,92,92,3.42,0.76,0,0.00,Regular User,Critical Rater,Consistent (Low Variance),Light Tagger
117467,92,92,3.12,1.22,0,0.00,Regular User,Critical Rater,Discriminating (High Variance),Light Tagger
72637,92,92,4.51,0.65,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
117786,92,92,3.62,1.09,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
24398,92,92,3.23,0.89,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
47883,91,91,3.57,0.84,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
108482,92,92,3.66,1.14,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
58639,92,92,3.55,1.09,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
56745,92,92,3.9,1.38,0,0.00,Regular User,Balanced Rater,Discriminating (High Variance),Light Tagger
133090,92,92,3.54,0.93,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
81481,92,92,3.64,1.07,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
47749,92,92,3.89,1.09,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
82677,92,92,2.98,0.91,0,0.00,Regular User,Very Critical Rater,Moderate Variance,Light Tagger
117757,91,91,3.38,1.1,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
120387,92,92,3.33,1.02,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
81635,91,91,3.34,0.74,0,0.00,Regular User,Critical Rater,Consistent (Low Variance),Light Tagger
85354,92,92,3.54,0.99,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
64592,92,92,3.86,0.83,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
38818,92,92,3.84,1.14,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
113227,92,92,4.26,0.82,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
97959,92,92,3.68,1.16,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
9523,92,92,3.91,0.99,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
32740,91,91,3.46,0.77,0,0.00,Regular User,Critical Rater,Consistent (Low Variance),Light Tagger
95354,91,91,3.81,1.07,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
61174,92,92,4.07,1.1,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
52557,92,92,3.89,0.52,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
94069,92,92,3.37,1.1,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
103751,92,92,2.85,1.28,0,0.00,Regular User,Very Critical Rater,Discriminating (High Variance),Light Tagger
20129,91,91,3.85,0.7,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
71410,91,91,3.36,0.99,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
75689,91,91,4.07,1,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
9415,92,92,3.73,1.15,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
99720,92,92,4.28,0.53,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
73866,91,91,3.07,0.88,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
23443,91,91,4.09,0.78,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
94589,91,91,3.97,0.87,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
99367,91,91,3.34,0.97,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
97278,91,91,3.9,0.9,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
12862,91,91,3.47,0.85,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
17225,91,91,4.08,0.76,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
36545,90,90,3.84,1.09,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
16223,91,91,3.89,1.13,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
19551,91,91,3.18,1.27,0,0.00,Regular User,Critical Rater,Discriminating (High Variance),Light Tagger
121047,91,91,3.81,1.08,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
7021,91,91,3.58,0.88,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
56374,91,91,3.79,0.87,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
2392,91,91,3.73,1.05,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
70103,91,91,3.3,1.45,0,0.00,Regular User,Critical Rater,Discriminating (High Variance),Light Tagger
129554,90,90,3.7,1.07,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
783,91,91,4.13,0.54,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
127735,92,92,3.83,0.91,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
9959,91,91,3.3,0.82,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
77784,91,91,3.6,0.59,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
111186,91,91,3.79,1.07,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
25748,91,91,3.12,1.15,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
109477,90,90,3.49,1.08,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
22070,90,90,3.39,1.11,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
94534,90,90,4.04,0.94,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
2791,90,90,3.29,1.26,0,0.00,Regular User,Critical Rater,Discriminating (High Variance),Light Tagger
86377,90,90,3.55,0.71,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
66833,90,90,4.1,0.61,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
21158,90,90,3.74,0.97,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
22279,90,90,3.57,1.11,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
113401,90,90,3.58,0.7,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
96322,90,90,3.48,0.94,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
56431,156,156,3.84,0.66,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
136206,90,90,4.27,0.81,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
132276,90,90,3.48,0.89,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
74299,90,90,4.36,0.69,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
132292,90,90,2.78,1.69,0,0.00,Regular User,Very Critical Rater,Discriminating (High Variance),Light Tagger
128831,90,90,3.41,0.73,0,0.00,Regular User,Critical Rater,Consistent (Low Variance),Light Tagger
129210,90,90,3.81,1.15,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
64231,90,90,3.77,0.62,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
91305,89,89,3.94,0.93,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
121190,88,88,4.08,0.82,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
60375,89,89,3.57,0.97,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
246,89,89,2.85,1.32,0,0.00,Regular User,Very Critical Rater,Discriminating (High Variance),Light Tagger
60917,89,89,3.69,1.17,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
44925,89,89,4.01,0.79,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
89078,89,89,3.66,0.85,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
28396,89,89,4.24,0.81,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
58247,89,89,4.19,1.04,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
15491,88,88,4.03,0.87,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
17991,89,89,4.04,0.78,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
97073,88,88,2.98,1.35,0,0.00,Regular User,Very Critical Rater,Discriminating (High Variance),Light Tagger
35495,89,89,3.73,0.99,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
112248,89,89,4.18,0.83,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
115300,89,89,4.38,0.79,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
57297,89,89,4.06,0.68,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
65330,89,89,3.58,0.74,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
77578,89,89,3.73,0.95,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
56643,89,89,3.57,0.67,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
51503,89,89,4.27,1.07,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
4916,89,89,3.92,0.94,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
65059,89,89,3.72,0.81,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
22953,89,89,3.2,0.73,0,0.00,Regular User,Critical Rater,Consistent (Low Variance),Light Tagger
97049,89,89,3.53,0.65,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
110514,89,89,3.56,1.05,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
59999,89,89,3.84,0.87,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
125453,89,89,3.73,1.25,0,0.00,Regular User,Balanced Rater,Discriminating (High Variance),Light Tagger
76242,89,89,3.98,0.83,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
122124,89,89,3.74,1.07,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
131114,89,89,4.06,1.26,0,0.00,Regular User,Generous Rater,Discriminating (High Variance),Light Tagger
105701,89,89,4.15,0.68,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
55866,89,89,2.56,1.24,0,0.00,Regular User,Very Critical Rater,Discriminating (High Variance),Light Tagger
73188,89,89,3.63,0.75,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
12841,88,88,4.18,0.78,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
32522,88,88,3.61,0.74,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
14959,88,88,3.8,1.01,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
29733,88,88,4.19,0.88,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
35583,88,88,3.59,1.03,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
96723,88,88,3.63,0.81,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
12994,88,88,3.38,0.97,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
137887,88,88,3.19,0.7,0,0.00,Regular User,Critical Rater,Consistent (Low Variance),Light Tagger
5856,88,88,3.55,1.41,0,0.00,Regular User,Balanced Rater,Discriminating (High Variance),Light Tagger
62933,88,88,4.17,0.84,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
124679,88,88,3.18,1.12,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
67536,87,87,3.71,1.05,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
43321,175,175,3.05,0.83,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
111568,88,88,4.11,0.68,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
16519,88,88,2.7,0.94,0,0.00,Regular User,Very Critical Rater,Moderate Variance,Light Tagger
52660,88,88,3.32,0.82,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
54198,88,88,3.55,1.21,0,0.00,Regular User,Balanced Rater,Discriminating (High Variance),Light Tagger
55057,88,88,3.32,0.81,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
29075,88,88,1.94,1.28,0,0.00,Regular User,Very Critical Rater,Discriminating (High Variance),Light Tagger
39689,88,88,3.86,0.78,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
42778,87,87,3.67,0.67,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
125742,87,87,3.89,1.09,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
103194,88,88,3.04,1.2,0,0.00,Regular User,Critical Rater,Discriminating (High Variance),Light Tagger
44588,88,88,3.68,1.12,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
91312,88,88,4.08,0.8,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
106376,88,88,3.35,0.99,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
109084,88,88,1.45,1.46,0,0.00,Regular User,Very Critical Rater,Discriminating (High Variance),Light Tagger
122956,88,88,3.77,0.93,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
78222,87,87,4.2,0.73,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
79080,85,85,3.76,0.92,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
